paquete_sha,capa,idx,producto_id,municipio,departamento,dano,tipo,sensor,sensor_date,metodo,copyright,lat,lon,first_seen,snapshot_date
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,86,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423035663000064,-76.55044717199996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,87,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.422951419000071,-76.55047660699995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,88,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.42015992100005,-76.54780827299999,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,89,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.421166055000072,-76.54276803099998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,90,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.421066824000036,-76.54287629899994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,91,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.420987509000042,-76.54292052899996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,92,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.418074798000021,-76.53244526799995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,93,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.418243347000043,-76.53234942999995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,94,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.41681821800006,-76.53926678299996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,95,3246,Cali,Valle del Cauca,Possibly damaged,Commercial,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.414679293000063,-76.54653040899996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,96,3246,Cali,Valle del Cauca,Destroyed,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.414538606000065,-76.54163621399994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,97,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.414471498000069,-76.54178888899997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,98,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.414679899000021,-76.54155019099994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,99,3246,Cali,Valle del Cauca,Destroyed,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.407299099000056,-76.54843084099997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,100,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.407175512000038,-76.54828771899997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,101,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.40717277300007,-76.54845035299996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,102,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.407293972000048,-76.54853925799995,2026-08-21T09:23:55Z,2026-09-25
